id,status_group,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,water_per_person,unknown_construction_yr,age_at_inspection
17800,functional needs repair,0.0,2011-03-31,Government Of Tanzania,0,Government,33.28755073,-8.70612259,Isambi Mwasimba,0,Lake Rukwa,Sawa,Mbeya,12,1,Chunya,Ifumbo,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
25696,functional needs repair,0.0,2011-03-10,Government Of Tanzania,260,RWE,36.95557742,-7.6978662,Lilambo,0,Rufiji,Kidatu B,Morogoro,5,3,Kilombero,Kidatu,175.0,True,GeoData Consultants Ltd,Company,Ikela Wa,True,1971.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,40.0
58798,functional needs repair,0.0,2011-03-28,Kkkt,0,KKKT,32.86770398,-9.09423514,Jastoni,0,Lake Rukwa,Maji Ya Moto,Mbeya,12,6,Mbozi,Ihanda,,True,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
51517,functional needs repair,0.0,2013-02-04,Dwsp,0,DWE,0.0,-2e-08,Idoselo,0,Lake Victoria,Msumbiji A,Shinyanga,17,1,Bariadi,Zagayu,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
67129,functional needs repair,0.0,2011-08-04,Hesawa,1142,DWE,33.07510901,-2.10369258,Mitimirefu,0,Lake Victoria,Mitimirefu,Mwanza,19,1,Ukerewe,Nakatuguru,1.0,True,GeoData Consultants Ltd,VWC,,True,1992.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,19.0
18094,functional needs repair,0.0,2011-07-11,Oxfarm,0,DWE,31.151628,-1.7119324,Kwa Katunzi,0,Lake Victoria,Kikanzi C,Kagera,18,1,Karagwe,Ihembe,,True,GeoData Consultants Ltd,VWC,Kishuro water sup,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
51386,functional needs repair,0.0,2013-02-28,Undp,1500,WEDECO,37.6083675,-3.07677915,Shuleni,0,Pangani,Wala Chini,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,435.0,True,GeoData Consultants Ltd,Company,,True,2003.0,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,10.0
34768,functional needs repair,0.0,2011-04-06,,0,,34.37112781,-8.73848463,Kwa Mzee Hasani Mgogo,0,Rufiji,Ugomakinga,Mbeya,12,7,Mbarali,Rujewa,,False,GeoData Consultants Ltd,Water Board,,True,,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
4283,functional needs repair,250.0,2013-01-21,Government Of Tanzania,1246,DWE,30.28730196,-4.56954279,Msikitini,0,Lake Tanganyika,Nyamiyaga,Kigoma,16,2,Kasulu,Ruhita,380.0,True,GeoData Consultants Ltd,Water authority,Kwagwisembeza,True,2003.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.6578947368421053,False,10.0
26271,functional needs repair,500.0,2011-02-26,Nethalan,352,DWE,37.50855816,-6.26902103,Kikala,0,Wami / Ruvu,Zahanati,Morogoro,5,6,Mvomero,Hembeti,200.0,True,GeoData Consultants Ltd,VWC,Dimamba,True,1984.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2.5,False,27.0
5500,functional needs repair,0.0,2013-03-13,Government Of Tanzania,1484,Government,34.92588147,-11.11987317,Zahanati,0,Ruvuma / Southern Coast,Mpapa,Ruvuma,10,3,Mbinga,Mpapa,56.0,Unknown,GeoData Consultants Ltd,VWC,Government,True,2007.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,6.0
63004,functional needs repair,0.0,2013-02-01,Lga,373,LGA,39.12455885,-10.85371349,Mwembeni,0,Ruvuma / Southern Coast,Magomeni,Mtwara,90,33,Masasi,Lulindi,50.0,True,GeoData Consultants Ltd,VWC,,True,2010.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,3.0
57356,functional needs repair,0.0,2011-04-17,Bsf,0,DWE,35.98992626,-4.70775868,Nyanjari,0,Internal,Nyanjari,Dodoma,1,1,Kondoa,Pahi,,True,GeoData Consultants Ltd,VWC,Kite,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
23488,functional needs repair,0.0,2012-10-24,Dwsp,0,DWE,0.0,-2e-08,Tupendane,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Ikungulyabashashi,,True,GeoData Consultants Ltd,WUG,,False,,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
72456,functional needs repair,0.0,2011-07-12,Hesawa,0,HESAWA,30.67973609,-2.5526248,Rubona Dp No 3,0,Lake Victoria,Rubona,Kagera,18,30,Ngara,Kibimba,,True,GeoData Consultants Ltd,VWC,Kumubila and mukalinzi  spring source,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
7028,functional needs repair,250.0,2013-02-09,Oxfam,1221,OXFAM,29.90672358,-4.53887705,Kwa Katole,0,Lake Tanganyika,Kibuye,Kigoma,16,2,Kasulu,Janda,420.0,True,GeoData Consultants Ltd,Water authority,Mwangwe,True,1999.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.5952380952380952,False,14.0
38001,functional needs repair,50.0,2013-01-21,Lga,529,LGA,39.33840608,-10.91329158,Kwa Mbwari,0,Ruvuma / Southern Coast,Miembeni,Mtwara,90,33,Newala,Makote,500.0,Unknown,GeoData Consultants Ltd,VWC,Mkunya/MWS,False,1990.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.1,False,23.0
33208,functional needs repair,0.0,2013-02-04,Dwsp,0,DWE,0.0,-2e-08,Victoria,0,Lake Victoria,Missi,Shinyanga,17,1,Bariadi,Zagayu,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
16250,functional needs repair,0.0,2012-10-05,Rural Water Supply And Sanitat,0,DWE,31.6310418,-3.3896114,Msonga Centre,0,Lake Tanganyika,Msonga Centre,Shinyanga,17,5,Bukombe,Runzewe,,Unknown,GeoData Consultants Ltd,WUG,,True,,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
67189,functional needs repair,0.0,2011-07-05,,0,,33.58962496,-9.20879317,Kwa Mzee Mlemelwa,0,Lake Nyasa,Kyimo,Mbeya,12,4,Rungwe,Kyimo,,True,GeoData Consultants Ltd,VWC,I,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
19589,functional needs repair,0.0,2011-08-07,Kkkt,0,KKKT,32.79937155,-8.8315181,Hamis Simu,0,Lake Rukwa,Hangomba Kati,Mbeya,12,6,Mbozi,Itaka,,False,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
9924,functional needs repair,0.0,2011-03-27,Kkkt,0,KKKT,32.8357294,-9.10691973,Batoni Mgala,0,Lake Rukwa,Saweya,Mbeya,12,6,Mbozi,Ihanda,,True,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
47242,functional needs repair,1000.0,2011-03-19,Government Of Tanzania,299,DWE,36.345333200000006,-8.78898769,Kwa Mpyana,0,Rufiji,Mkuyuni,Morogoro,5,4,Ulanga,Usangule,230.0,True,GeoData Consultants Ltd,Water Board,,True,1984.0,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,4.3478260869565215,False,27.0
66068,functional needs repair,0.0,2011-03-30,Danida,0,Government,33.55777861,-8.63751202,Yona Mwambopo,0,Lake Rukwa,Chalangwa A,Mbeya,12,1,Chunya,Chalangwa,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
19555,functional needs repair,600.0,2013-01-25,Isf,969,DWE,29.7372078,-4.80732353,Shule Ya Msingi Samilo,0,Lake Tanganyika,Samilo,Kigoma,16,3,Kigoma Rural,Mahembe,566.0,True,GeoData Consultants Ltd,Parastatal,Mkongoro Two,True,2008.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1.0600706713780919,False,5.0
1563,functional needs repair,20.0,2011-08-05,Government Of Tanzania,380,RWE,37.44507436,-6.30466919,Kwa Maungo,0,Wami / Ruvu,Mchucha,Morogoro,5,6,Mvomero,Mvomero,1.0,True,GeoData Consultants Ltd,VWC,,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,20.0,False,37.0
72724,functional needs repair,200.0,2013-01-17,Isf/tacare,1024,ISF/TACARE,29.67275798,-4.72279623,Jikomboe,0,Lake Tanganyika,Kilundo,Kigoma,16,3,Kigoma Rural,Mwamgongo,100.0,True,GeoData Consultants Ltd,WUG,Chankele/Bubango water project,True,2006.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,2.0,False,7.0
59595,functional needs repair,500.0,2011-03-28,Dhv,413,DWE,36.72426654,-8.89656956,Kwambinje,0,Rufiji,Noreki,Morogoro,5,4,Ulanga,Ruaha,200.0,True,GeoData Consultants Ltd,Water Board,RUMWAMCH,True,1996.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2.5,False,15.0
7173,functional needs repair,0.0,2011-07-16,Hesawa,0,HESAWA,30.71077504,-2.41904998,Nakatunga Primary School,0,Lake Victoria,Kumzenga,Kagera,18,30,Ngara,Kibimba,,False,GeoData Consultants Ltd,Water authority,,False,,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,,True,
71854,functional needs repair,0.0,2011-03-24,Co,323,Co,37.00683825,-7.5682634,Kwa Khalid,0,Rufiji,Dutumi,Morogoro,5,1,Kilosa,Kidodi,60.0,True,GeoData Consultants Ltd,VWC,Ms,True,2011.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,0.0
25690,functional needs repair,0.0,2013-02-19,Dwsp,0,DWE,0.0,-2e-08,Lilanga,0,Lake Victoria,Sanungu B,Shinyanga,17,1,Bariadi,Somanda,,True,GeoData Consultants Ltd,WUG,,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
40474,functional needs repair,30.0,2013-02-04,Government Of Tanzania,1077,MUWASA,31.06677368,-6.33613521,Kwa Yola,0,Lake Rukwa,Makanyagio,Rukwa,15,1,Mpanda,Shanwe,1.0,True,GeoData Consultants Ltd,Water authority,,True,1985.0,india mark ii,india mark ii,handpump,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,30.0,False,28.0
65618,functional needs repair,2400.0,2011-03-19,Villa,1580,Vill,34.88994218,-8.65937056,none,0,Rufiji,K,Iringa,11,2,Mufindi,Idunda,,True,GeoData Consultants Ltd,VWC,Nzi,True,2000.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,False,11.0
25910,functional needs repair,0.0,2012-10-05,Ics,0,ICS,34.12192596,-3.19219952,Mwabusalu Primary Tank,0,Internal,Mwabusalu,Shinyanga,17,6,Meatu,Mwabusalu,,True,GeoData Consultants Ltd,Parastatal,None,True,,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,,True,
43056,functional needs repair,4500.0,2013-02-15,Gtz,1676,GTZ,37.58366015,-3.1471177000000004,Kwa Phabian,0,Pangani,Marangu,Kilimanjaro,3,1,Rombo,Katangara Mrere,1.0,True,GeoData Consultants Ltd,Company,Kwawameku water suply,True,2010.0,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,4500.0,False,3.0
72593,functional needs repair,0.0,2011-04-06,,0,,34.37140143,-8.76573501,Kwa Ramadhani,0,Rufiji,Hali Ya Hewa,Mbeya,12,7,Mbarali,Rujewa,,False,GeoData Consultants Ltd,Water Board,,True,,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
16552,functional needs repair,0.0,2011-03-17,Tardo,1735,Tardo,38.29110597,-4.6634079,Kwa Mzee Benson,93,Pangani,Lukozi,Tanga,4,1,Lushoto,Malindi,1.0,True,GeoData Consultants Ltd,VWC,Mlomboza forest,True,1985.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,26.0
50662,functional needs repair,500.0,2011-03-06,Dhv,326,DWE,36.8169091,-8.91160064,Kwahumuli,0,Rufiji,Ifuma,Morogoro,5,4,Ulanga,Mwaya,200.0,True,GeoData Consultants Ltd,WUG,RUMWAMCH,True,1981.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2.5,False,30.0
5588,functional needs repair,0.0,2013-01-19,,1721,,34.89655399,-4.83032896,Jumanne Mohamed,0,Internal,Njiapanda,Singida,13,2,Singida Rural,Kinyeto,1.0,True,GeoData Consultants Ltd,VWC,,Unknown,1980.0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,0.0,False,33.0
39721,functional needs repair,50.0,2013-01-21,Government Of Tanzania,114,DWE,38.99161882,-9.25723287,Kwangaranga,0,Ruvuma / Southern Coast,Kijijini,Lindi,80,13,Kilwa,Likawage,369.0,True,GeoData Consultants Ltd,WUG,Likawage Water supply,False,1976.0,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,unknown,unknown,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.13550135501355012,False,37.0
8947,functional needs repair,20.0,2013-03-03,Rc Church,1025,RC CHURCH,37.85532903,-4.12685832,Kwa Saidi,0,Pangani,Mareti,Kilimanjaro,3,3,Same,Mwembe,250.0,True,GeoData Consultants Ltd,Water authority,,True,2011.0,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.08,False,2.0
56998,functional needs repair,0.0,2013-01-20,Community,1550,Community,29.7648789,-4.65681123,Runzingwa,0,Lake Tanganyika,Kinyabwami,Kigoma,16,3,Kigoma Rural,Kalinzi,211.0,True,GeoData Consultants Ltd,VWC,,False,2000.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,13.0
58754,functional needs repair,0.0,2013-02-08,Un,1351,TWESA,30.75465988,-3.3743024,Jonasi,0,Lake Tanganyika,Runazi,Kigoma,16,1,Kibondo,Gwanumpu,400.0,True,GeoData Consultants Ltd,VWC,Bukirilo gravity water supply,False,2003.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,10.0
9804,functional needs repair,1000.0,2013-03-13,Villagers,1549,Villagers,37.91164376,-4.15300843,Kwa Juma,0,Pangani,Chambishi,Kilimanjaro,3,3,Same,Mshewa,40.0,True,GeoData Consultants Ltd,Water authority,Tutu,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,25.0,False,4.0
59236,functional needs repair,500.0,2013-01-21,Isf,1001,DWE,29.73419905,-4.75155116,Zahanati,0,Lake Tanganyika,Kumnege,Kigoma,16,3,Kigoma Rural,Mahembe,102.0,True,GeoData Consultants Ltd,VWC,Mkongoro one,True,2005.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,4.901960784313726,False,8.0
10747,functional needs repair,250.0,2013-02-09,Imf,1295,Government,29.89045338,-4.47745656,Kwa Erasto,0,Lake Tanganyika,Nyakibingo,Kigoma,16,2,Kasulu,Janda,340.0,True,GeoData Consultants Ltd,Water authority,Nyasovu,True,2007.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.7352941176470589,False,6.0
70189,functional needs repair,1000.0,2011-03-15,Dhv,147,DWE,37.84652211,-7.18929141,Misufini,0,Wami / Ruvu,Barani,Morogoro,5,2,Morogoro Rural,Mvuha,300.0,True,GeoData Consultants Ltd,VWC,,True,1996.0,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,3.3333333333333335,False,15.0
52649,functional needs repair,10.0,2011-02-25,Mkuyu,392,Mkuyu,37.81223249,-6.95646936,Kwa Mashaka,0,Wami / Ruvu,Vitenvu,Morogoro,5,2,Morogoro Rural,Mkuyuni,100.0,True,GeoData Consultants Ltd,VWC,Mkuy,True,1998.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.1,False,13.0
18682,functional needs repair,0.0,2012-10-27,Tasaf,1238,TASAF,33.79191464,-1.73164103,S/M Kamgegi,0,Lake Victoria,Mubisaka,Mara,20,3,Musoma Rural,Kukirango,529.0,Unknown,GeoData Consultants Ltd,Parastatal,,False,2011.0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,1.0
60388,functional needs repair,0.0,2013-02-06,Rwssp,0,DWE,0.0,-2e-08,Miembeni,0,Lake Victoria,Bukwaya,Shinyanga,17,1,Bariadi,Bumera,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
40621,functional needs repair,0.0,2011-03-06,Government Of Tanzania,502,RWE,37.56110212,-6.89098554,Kwa Sangandala,0,Wami / Ruvu,Mnazi Mmoja,Morogoro,5,6,Mvomero,Mzumbe,100.0,True,GeoData Consultants Ltd,VWC,Tangeni,True,1982.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,29.0
68213,functional needs repair,500.0,2013-01-18,Tcrs,1294,TCRS,30.48429022,-5.61596871,Headquarters,0,Lake Tanganyika,Headquarters,Rukwa,15,1,Mpanda,Mishamo,20.0,True,GeoData Consultants Ltd,VWC,Kashutakasimba,True,1980.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,25.0,False,33.0
62686,functional needs repair,50.0,2013-02-17,Lamp,1438,LAMP,36.48258892,-5.56114479,Uswahirini,0,Wami / Ruvu,Uswahirini,Manyara,21,5,Kiteto,Engusero,1.0,True,GeoData Consultants Ltd,Water Board,LAMP water supplying,False,1992.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,50.0,False,21.0
74120,functional needs repair,0.0,2013-02-14,Dwsp,1355,DWE,34.134477600000004,-2.97081069,Victoria,0,Lake Victoria,Mwaginde,Shinyanga,17,1,Bariadi,Lagangabilili,500.0,False,GeoData Consultants Ltd,WUG,,False,1997.0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,16.0
42793,functional needs repair,0.0,2013-01-24,District Council,295,District water department,39.11703652,-9.90721655,Ashola,0,Ruvuma / Southern Coast,Mbuyuni,Lindi,80,53,Ruangwa,Mandawa,900.0,True,GeoData Consultants Ltd,WUA,Mandawa,True,1975.0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,38.0
42751,functional needs repair,0.0,2013-03-07,,1113,,36.44832139,-3.08093797,Orbili,0,Internal,Emurua,Arusha,2,1,Monduli,Monduli Juu,1.0,True,GeoData Consultants Ltd,VWC,M,Unknown,2000.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,13.0
25916,functional needs repair,0.0,2011-04-10,Kkkt,0,KKKT,33.11067334,-8.99817382,Peter Paza,0,Lake Rukwa,Iwawa,Mbeya,12,6,Mbozi,Ruanda,,True,GeoData Consultants Ltd,VWC,,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
43368,functional needs repair,0.0,2011-04-02,Government Of Tanzania,1221,DWE,38.35978368,-4.8000584,Kwa Mzee Abasi,0,Pangani,Ndekewe,Tanga,4,1,Lushoto,Gare,1.0,True,GeoData Consultants Ltd,VWC,Kifungilo,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,4.0
72094,functional needs repair,0.0,2013-01-28,Kidep,1395,DWE,30.81736791,-3.04557949,Kwa John Biguli,0,Lake Tanganyika,Mwiluzi,Kigoma,16,1,Kibondo,Nyabibuye,150.0,Unknown,GeoData Consultants Ltd,Unknown,Rumashi gravity water supply,False,1993.0,gravity,gravity,gravity,unknown,unknown,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,20.0
19943,functional needs repair,0.0,2012-10-22,Rwssp,0,DWE,0.0,-2e-08,Kilimanjaro,0,Lake Victoria,Bariadi,Shinyanga,17,1,Bariadi,Nkololo,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,communal standpipe,communal standpipe,,True,
55156,functional needs repair,600.0,2013-01-26,Isf,821,DWE,29.686622,-4.85012752,Rufiji,0,Lake Tanganyika,Kazegunga B,Kigoma,16,3,Kigoma Rural,Mwandiga,355.0,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1.6901408450704225,False,4.0
63654,functional needs repair,300.0,2011-03-31,Dhv,257,DWE,36.95964653,-7.702387599999999,Ngangakuona,0,Rufiji,Kidatu A,Morogoro,5,3,Kilombero,Kidatu,165.0,True,GeoData Consultants Ltd,Company,Ikela Wa,True,1995.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1.8181818181818181,False,16.0
35359,functional needs repair,5000.0,2013-02-04,Regional Water Engineer Arusha,1950,REGIONAL WATER ENGINEER ARUSHA,35.32020471,-4.0319072999999985,Kwa Daniel Willson,0,Internal,Gungari,Manyara,21,3,Mbulu,Bashay,182.0,True,GeoData Consultants Ltd,VWC,MANGISA RIVER,True,1976.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,27.47252747252747,False,37.0
62021,functional needs repair,0.0,2011-08-07,Dwe/norad,1312,DWE,31.21518211,-8.42776866,Kwa Martin Lyamba,0,Lake Tanganyika,Kisumba Kati,Rukwa,15,2,Sumbawanga Rural,Kasanga,200.0,True,GeoData Consultants Ltd,VWC,Kisumba water supply,True,1986.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,25.0
60163,functional needs repair,0.0,2012-10-08,Government Of Tanzania,0,Community,34.42543722,-3.71329753,Mwanjolo Dispensary Tank,0,Internal,Isangijo A,Shinyanga,17,6,Meatu,Mwanjoro,,True,GeoData Consultants Ltd,Parastatal,None,True,,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,,True,
25697,functional needs repair,50.0,2013-02-18,Jaica,34,Jaica,40.07852512,-10.66075068,Jaica,0,Ruvuma / Southern Coast,Mayembe,Mtwara,99,1,Mtwara Rural,Kitaya,1700.0,True,GeoData Consultants Ltd,Unknown,,True,2006.0,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.029411764705882353,False,7.0
58397,functional needs repair,0.0,2011-08-27,Hesawa,0,DWE,33.59900362,-2.74456923,Kwamalole,0,Lake Victoria,Mwabuke,Mwanza,19,2,Kwimba,Maligisu,,True,GeoData Consultants Ltd,Unknown,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
